risk_budget,method,task,regime,seed,episodes,success,rare_failure_recall,contact_boundary_error,unsafe_commitment,overtrust_rate,recovery_success,tail_risk_rate,calibration_ece,intervention_cost,average_scaling_gain,boundary_risk_slope,scale_exception_gap,boundary_coverage,shortcut_reliance,morphology_transfer_gap,recoverability_deficit,regret_to_oracle,utility,coverage,risk_score
0.12,large_behavior_clone,shelf_retrieval,spurious_visual_shortcut,7,6,0.091417,0.0,0.5,0.5,0.333333,0.0,0.0,0.166667,0.166667,0.5,0.333333,0.5,0.5,0.166667,0.166667,0.166667,0.0,0.0,0.355,0.286667
0.12,large_behavior_clone,shelf_retrieval,spurious_visual_shortcut,8,6,0.155456,0.333333,0.166667,0.0,0.333333,0.166667,0.0,0.666667,0.0,0.166667,0.666667,0.333333,0.166667,0.666667,0.0,0.166667,0.0,0.138919,0.237667,0.126667
0.12,large_behavior_clone,shelf_retrieval,spurious_visual_shortcut,9,6,0.0,0.0,0.166667,0.333333,0.0,0.333333,0.333333,0.333333,0.166667,0.5,0.5,0.5,0.5,0.666667,0.0,0.0,0.0,0.0,0.373,0.273333
0.12,large_behavior_clone,shelf_retrieval,recovery_scarce_failure,0,6,0.0,0.333333,0.166667,0.166667,0.833333,0.5,0.166667,0.333333,0.166667,0.166667,0.333333,0.333333,0.0,0.0,0.333333,0.166667,0.0,0.0,0.0,0.303333
0.12,large_behavior_clone,shelf_retrieval,recovery_scarce_failure,1,6,0.123956,0.0,0.333333,0.166667,0.5,0.333333,0.166667,0.166667,0.5,0.166667,0.333333,0.333333,0.166667,0.5,0.333333,0.333333,0.0,0.048154,0.102667,0.226667
0.12,large_behavior_clone,shelf_retrieval,recovery_scarce_failure,2,6,0.376089,0.0,0.5,0.0,0.166667,0.333333,0.333333,0.166667,0.0,0.5,0.333333,0.333333,0.333333,0.5,0.166667,0.166667,0.0,0.332677,0.377333,0.146667
0.12,large_behavior_clone,shelf_retrieval,recovery_scarce_failure,3,6,0.17485,0.5,0.166667,0.0,0.333333,0.0,0.166667,0.166667,0.166667,0.5,1.0,0.5,0.0,0.166667,0.0,0.333333,0.0,0.134118,0.071,0.126667
0.12,large_behavior_clone,shelf_retrieval,recovery_scarce_failure,4,6,0.114506,0.166667,0.333333,0.0,0.5,0.166667,0.5,0.166667,0.333333,0.166667,0.5,0.666667,0.166667,0.166667,0.0,0.0,0.0,0.02952,0.062167,0.256667
0.12,large_behavior_clone,shelf_retrieval,recovery_scarce_failure,5,6,0.348275,0.166667,0.166667,0.0,0.166667,0.5,0.166667,0.5,0.166667,0.0,0.5,0.333333,0.5,0.333333,0.166667,0.333333,0.0,0.346685,0.5665,0.13
0.12,large_behavior_clone,shelf_retrieval,recovery_scarce_failure,6,6,0.15,0.166667,0.333333,0.5,0.166667,0.166667,0.166667,0.666667,0.166667,0.666667,0.5,0.5,0.166667,0.166667,0.0,0.166667,0.0,0.047667,0.0,0.356667
0.12,large_behavior_clone,shelf_retrieval,recovery_scarce_failure,7,6,0.15,0.666667,0.0,0.0,0.166667,0.0,0.666667,0.166667,0.166667,0.666667,0.166667,0.666667,0.0,0.166667,0.166667,0.333333,0.0,0.079042,0.0,0.246667
0.12,large_behavior_clone,shelf_retrieval,recovery_scarce_failure,8,6,0.1,0.0,0.5,0.166667,0.166667,0.166667,0.666667,0.0,0.0,0.333333,0.166667,0.166667,0.0,0.333333,0.0,0.166667,0.0,0.018375,0.0,0.3
0.12,large_behavior_clone,shelf_retrieval,recovery_scarce_failure,9,6,0.080372,0.166667,0.333333,0.333333,0.333333,0.166667,0.0,0.333333,0.666667,0.0,0.333333,0.166667,0.333333,0.166667,0.333333,0.333333,0.0,0.012582,0.260333,0.233333
0.12,large_behavior_clone,shelf_retrieval,distribution_mixture_aliasing,0,6,0.157556,0.333333,0.5,0.0,0.166667,0.166667,0.0,0.5,0.0,0.333333,0.333333,0.666667,0.166667,0.833333,0.0,0.166667,0.0,0.1392,0.246667,0.08
0.12,large_behavior_clone,shelf_retrieval,distribution_mixture_aliasing,1,6,0.0,0.166667,0.333333,0.166667,0.333333,0.5,0.0,0.0,0.0,0.666667,0.5,0.333333,0.333333,0.333333,0.166667,0.5,0.0,0.0,0.399833,0.13
0.12,large_behavior_clone,shelf_retrieval,distribution_mixture_aliasing,2,6,0.059333,0.5,0.5,0.0,0.166667,0.5,0.0,0.5,0.166667,0.166667,0.5,0.166667,0.0,0.166667,0.166667,0.166667,0.0,0.065617,0.08,0.08
0.12,large_behavior_clone,shelf_retrieval,distribution_mixture_aliasing,3,6,0.100856,0.166667,0.166667,0.333333,0.333333,0.0,0.166667,0.5,0.166667,0.5,0.166667,0.5,0.166667,0.166667,0.166667,0.333333,0.0,0.016446,0.003667,0.3
0.12,large_behavior_clone,shelf_retrieval,distribution_mixture_aliasing,4,6,0.053033,0.333333,0.166667,0.0,0.333333,0.333333,0.166667,0.5,0.0,0.5,0.666667,0.333333,0.0,0.5,0.166667,0.5,0.0,0.030404,0.026,0.16
0.12,large_behavior_clone,shelf_retrieval,distribution_mixture_aliasing,5,6,0.0,0.166667,0.166667,0.0,0.0,0.0,0.5,0.333333,0.166667,0.333333,0.333333,0.833333,0.166667,0.333333,0.0,0.166667,0.0,0.0,0.161167,0.183333
0.12,large_behavior_clone,shelf_retrieval,distribution_mixture_aliasing,6,6,0.105017,0.166667,0.5,0.0,0.166667,0.333333,0.333333,0.333333,0.0,0.333333,0.666667,0.5,0.0,0.333333,0.166667,0.0,0.0,0.065848,0.0215,0.163333
0.12,large_behavior_clone,shelf_retrieval,distribution_mixture_aliasing,7,6,0.1,0.333333,0.166667,0.333333,0.0,0.166667,0.166667,0.166667,0.166667,0.166667,0.666667,0.333333,0.0,0.666667,0.166667,0.166667,0.0,0.051625,0.0,0.206667
0.12,large_behavior_clone,shelf_retrieval,distribution_mixture_aliasing,8,6,0.095092,0.0,0.166667,0.166667,0.333333,0.166667,0.333333,0.333333,0.166667,0.0,0.5,0.333333,0.5,0.666667,0.166667,0.166667,0.0,0.014973,0.3865,0.263333
0.12,large_behavior_clone,shelf_retrieval,distribution_mixture_aliasing,9,6,0.078272,0.0,0.5,0.166667,0.333333,0.333333,0.333333,0.166667,0.0,0.166667,0.833333,0.5,0.333333,0.333333,0.0,0.0,0.0,0.007767,0.242333,0.246667
0.12,large_behavior_clone,shelf_retrieval,actuator_latency_shift,0,6,0.0,0.0,0.333333,0.166667,0.166667,0.0,0.666667,0.166667,0.0,0.333333,0.5,0.666667,0.666667,0.5,0.0,0.166667,0.0,0.0,0.481167,0.316667
0.12,large_behavior_clone,shelf_retrieval,actuator_latency_shift,1,6,0.117667,0.333333,0.166667,0.0,0.166667,0.166667,0.166667,0.0,0.0,0.166667,0.5,0.833333,0.5,0.5,0.0,0.0,0.0,0.101038,0.58,0.08
0.12,large_behavior_clone,shelf_retrieval,actuator_latency_shift,2,6,0.0,0.0,0.666667,0.0,0.166667,0.333333,0.166667,0.166667,0.166667,0.5,0.0,0.333333,0.5,0.333333,0.166667,0.333333,0.0,0.0,0.58,0.096667
0.12,large_behavior_clone,shelf_retrieval,actuator_latency_shift,3,6,0.053072,0.166667,0.166667,0.5,0.166667,0.333333,0.5,0.166667,0.5,0.333333,0.333333,0.5,0.333333,0.166667,0.166667,0.0,0.0,0.0,0.026333,0.406667
0.12,large_behavior_clone,shelf_retrieval,actuator_latency_shift,4,6,0.0,0.166667,0.5,0.0,0.166667,0.166667,0.0,0.666667,0.333333,0.5,0.333333,0.5,0.0,0.166667,0.5,0.333333,0.0,0.0,0.08,0.096667
0.12,large_behavior_clone,shelf_retrieval,actuator_latency_shift,5,6,0.172294,0.0,0.333333,0.166667,0.333333,0.0,0.166667,0.166667,0.166667,0.0,0.666667,0.5,0.333333,0.333333,0.0,0.166667,0.0,0.094407,0.309833,0.196667
0.12,large_behavior_clone,shelf_retrieval,actuator_latency_shift,6,6,0.05,0.166667,0.166667,0.333333,0.0,0.166667,0.333333,0.333333,0.5,0.166667,0.666667,0.5,0.0,0.166667,0.166667,0.166667,0.0,0.0,0.0,0.273333
0.12,large_behavior_clone,shelf_retrieval,actuator_latency_shift,7,6,0.133406,0.5,0.333333,0.0,0.166667,0.0,0.5,0.166667,0.333333,0.333333,0.333333,0.333333,0.166667,0.0,0.0,0.0,0.0,0.084732,0.143167,0.196667
0.12,large_behavior_clone,shelf_retrieval,actuator_latency_shift,8,6,0.1,0.166667,0.5,0.333333,0.166667,0.333333,0.833333,0.333333,0.166667,0.5,0.5,0.166667,0.166667,0.166667,0.166667,0.166667,0.0,0.0,0.0,0.453333
0.12,large_behavior_clone,shelf_retrieval,actuator_latency_shift,9,6,0.068278,0.166667,0.166667,0.166667,0.0,0.0,0.333333,0.166667,0.166667,0.5,0.833333,0.666667,0.166667,0.333333,0.333333,0.333333,0.0,0.013617,0.156667,0.186667
0.12,large_behavior_clone,shelf_retrieval,mixed_exception_stress,0,6,0.05,0.0,0.666667,0.333333,0.166667,0.333333,0.5,0.333333,0.0,0.5,0.5,0.333333,0.0,0.166667,0.166667,0.5,0.0,0.0,0.0,0.353333
0.12,large_behavior_clone,shelf_retrieval,mixed_exception_stress,1,6,0.0,0.333333,0.5,0.0,0.333333,0.333333,0.333333,0.333333,0.333333,0.166667,0.666667,0.5,0.0,0.333333,0.166667,0.0,0.0,0.0,0.0,0.193333
0.12,large_behavior_clone,shelf_retrieval,mixed_exception_stress,2,6,0.0,0.5,0.5,0.0,0.333333,0.0,0.166667,0.166667,0.0,0.333333,0.0,0.833333,0.166667,0.166667,0.333333,0.166667,0.0,0.0,0.237667,0.126667
0.12,large_behavior_clone,shelf_retrieval,mixed_exception_stress,3,6,0.05,0.0,0.333333,0.833333,0.333333,0.333333,0.666667,0.5,0.0,0.166667,0.666667,0.333333,0.166667,0.166667,0.166667,0.166667,0.0,0.0,0.0,0.66
0.12,large_behavior_clone,shelf_retrieval,mixed_exception_stress,4,6,0.1,0.166667,0.166667,0.333333,0.0,0.166667,0.5,0.5,0.333333,0.333333,0.5,0.5,0.166667,0.5,0.333333,0.166667,0.0,0.009125,0.0,0.34
0.12,large_behavior_clone,shelf_retrieval,mixed_exception_stress,5,6,0.0,0.0,0.5,0.333333,0.333333,0.0,0.166667,0.5,0.166667,0.166667,0.5,0.5,0.666667,0.333333,0.0,0.166667,0.0,0.0,0.503667,0.3
0.12,large_behavior_clone,shelf_retrieval,mixed_exception_stress,6,6,0.0,0.5,0.333333,0.166667,0.166667,0.333333,0.333333,0.0,0.333333,0.333333,0.666667,0.333333,0.5,0.5,0.0,0.166667,0.0,0.0,0.472,0.2
0.12,large_behavior_clone,shelf_retrieval,mixed_exception_stress,7,6,0.05,0.166667,0.166667,0.5,0.0,0.333333,0.166667,0.333333,0.333333,0.166667,0.333333,0.333333,0.0,0.5,0.166667,0.166667,0.0,0.0,0.0,0.293333
0.12,large_behavior_clone,shelf_retrieval,mixed_exception_stress,8,6,0.1,0.166667,0.166667,0.166667,0.333333,0.166667,0.5,0.333333,0.0,0.5,0.833333,0.666667,0.0,0.333333,0.166667,0.166667,0.0,0.009667,0.0,0.313333
0.12,large_behavior_clone,shelf_retrieval,mixed_exception_stress,9,6,0.05,0.5,0.166667,0.333333,0.5,0.166667,0.166667,0.166667,0.0,0.5,1.0,0.166667,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.296667
0.12,large_behavior_clone,articulated_object_opening,rare_contact_tail,0,6,0.2,0.0,0.666667,0.5,0.166667,0.166667,0.166667,0.166667,0.166667,0.5,0.333333,0.166667,0.0,0.166667,0.166667,0.333333,0.0,0.0985,0.0,0.306667
0.12,large_behavior_clone,articulated_object_opening,rare_contact_tail,1,6,0.051983,0.166667,0.0,0.166667,0.166667,0.333333,0.166667,0.166667,0.333333,0.0,0.666667,0.5,0.0,0.666667,0.333333,0.333333,0.0,0.013219,0.017,0.166667
0.12,large_behavior_clone,articulated_object_opening,rare_contact_tail,2,6,0.2,0.166667,0.333333,0.333333,0.166667,0.333333,0.333333,0.333333,0.166667,0.333333,0.666667,0.5,0.166667,0.333333,0.166667,0.5,0.0,0.104792,0.0,0.303333
0.12,large_behavior_clone,articulated_object_opening,rare_contact_tail,3,6,0.115042,0.333333,0.5,0.166667,0.0,0.333333,0.166667,0.166667,0.0,0.5,0.5,0.333333,0.5,0.333333,0.0,0.166667,0.0,0.125838,0.5575,0.136667
0.12,large_behavior_clone,articulated_object_opening,rare_contact_tail,4,6,0.085622,0.333333,0.333333,0.166667,0.166667,0.0,0.333333,0.0,0.0,0.5,0.5,0.5,0.333333,0.333333,0.166667,0.166667,0.0,0.035492,0.305333,0.2
0.12,large_behavior_clone,articulated_object_opening,rare_contact_tail,5,6,0.152858,0.0,0.666667,0.333333,0.5,0.166667,0.166667,0.166667,0.0,0.166667,0.333333,0.666667,0.166667,0.166667,0.0,0.0,0.0,0.053243,0.008167,0.296667
0.12,large_behavior_clone,articulated_object_opening,rare_contact_tail,6,6,0.1,0.0,0.666667,0.5,0.166667,0.5,0.666667,0.0,0.0,0.5,0.833333,0.666667,0.0,0.5,0.166667,0.0,0.0,0.0,0.0,0.44
0.12,large_behavior_clone,articulated_object_opening,rare_contact_tail,7,6,0.079322,0.0,0.5,0.333333,0.0,0.333333,0.166667,0.5,0.0,0.333333,0.5,0.0,0.333333,0.166667,0.0,0.0,0.0,0.040679,0.251333,0.24
0.12,large_behavior_clone,articulated_object_opening,rare_contact_tail,8,6,0.146044,0.166667,0.333333,0.166667,0.333333,0.333333,0.5,0.0,0.166667,0.5,0.666667,0.5,0.333333,0.0,0.0,0.0,0.0,0.060867,0.197333,0.28
0.12,large_behavior_clone,articulated_object_opening,rare_contact_tail,9,6,0.05,0.0,0.666667,0.166667,0.333333,0.166667,0.166667,0.333333,0.333333,0.5,0.666667,0.5,0.0,0.166667,0.333333,0.0,0.0,0.0,0.0,0.213333
0.12,large_behavior_clone,articulated_object_opening,occluded_precondition,0,6,0.129761,0.333333,0.333333,0.166667,0.166667,0.166667,0.166667,0.166667,0.333333,0.5,0.5,0.166667,0.666667,0.666667,0.0,0.166667,0.0,0.119063,0.683667,0.166667
0.12,large_behavior_clone,articulated_object_opening,occluded_precondition,1,6,0.076153,0.333333,0.333333,0.166667,0.0,0.0,0.166667,0.166667,0.0,0.166667,0.333333,0.5,0.166667,0.166667,0.166667,0.0,0.0,0.05172,0.224167,0.136667
0.12,large_behavior_clone,articulated_object_opening,occluded_precondition,2,6,0.079322,0.0,0.333333,0.333333,0.0,0.333333,0.333333,0.0,0.166667,0.166667,0.166667,0.5,0.333333,0.333333,0.0,0.333333,0.0,0.01108,0.251333,0.24
0.12,large_behavior_clone,articulated_object_opening,occluded_precondition,3,6,0.235333,0.5,0.333333,0.0,0.166667,0.166667,0.166667,0.166667,0.0,0.333333,0.333333,0.333333,0.5,0.333333,0.0,0.0,0.0,0.254592,0.58,0.096667
0.12,large_behavior_clone,articulated_object_opening,occluded_precondition,4,6,0.15,0.0,0.166667,0.166667,0.166667,0.333333,0.333333,0.0,0.0,0.666667,0.5,0.666667,0.0,0.166667,0.0,0.166667,0.0,0.081708,0.0,0.2
0.12,large_behavior_clone,articulated_object_opening,occluded_precondition,5,6,0.252111,0.166667,0.166667,0.166667,0.0,0.0,0.333333,0.5,0.166667,0.5,0.5,0.833333,0.166667,0.166667,0.0,0.166667,0.0,0.1669,0.111667,0.22
0.12,large_behavior_clone,articulated_object_opening,occluded_precondition,6,6,0.118667,0.333333,0.5,0.0,0.0,0.0,0.333333,0.0,0.166667,0.166667,0.333333,0.5,0.0,0.333333,0.166667,0.166667,0.0,0.087833,0.08,0.1
0.12,large_behavior_clone,articulated_object_opening,occluded_precondition,7,6,0.217433,0.0,0.5,0.0,0.333333,0.333333,0.166667,0.5,0.0,0.333333,0.333333,0.333333,0.166667,0.333333,0.0,0.0,0.0,0.17084,0.192667,0.16
0.12,large_behavior_clone,articulated_object_opening,occluded_precondition,8,6,0.095597,0.333333,0.166667,0.166667,0.0,0.333333,0.166667,0.166667,0.166667,0.5,0.333333,0.333333,0.333333,0.5,0.0,0.0,0.0,0.089451,0.390833,0.136667
0.12,large_behavior_clone,articulated_object_opening,occluded_precondition,9,6,0.111317,0.166667,0.0,0.0,0.333333,0.333333,0.166667,0.333333,0.0,0.5,0.666667,0.166667,0.0,0.166667,0.333333,0.0,0.0,0.082678,0.0485,0.143333
0.12,large_behavior_clone,articulated_object_opening,embodiment_mismatch,0,6,0.068803,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.333333,0.0,0.333333,0.5,0.833333,0.166667,0.166667,0.333333,0.166667,0.0,0.017003,0.161167,0.183333
0.12,large_behavior_clone,articulated_object_opening,embodiment_mismatch,1,6,0.096122,0.5,0.666667,0.0,0.0,0.166667,0.333333,0.333333,0.0,0.333333,0.333333,0.166667,0.333333,0.5,0.666667,0.166667,0.0,0.110732,0.395333,0.133333
0.12,large_behavior_clone,articulated_object_opening,embodiment_mismatch,2,6,0.121856,0.0,0.5,0.166667,0.166667,0.166667,0.333333,0.333333,0.166667,0.5,0.333333,0.333333,0.166667,0.333333,0.0,0.333333,0.0,0.054727,0.093667,0.233333
0.12,large_behavior_clone,articulated_object_opening,embodiment_mismatch,3,6,0.0,0.166667,0.166667,0.0,0.166667,0.333333,0.166667,0.333333,0.166667,0.333333,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.08,0.113333
0.12,large_behavior_clone,articulated_object_opening,embodiment_mismatch,4,6,0.080897,0.166667,0.333333,0.166667,0.333333,0.5,0.166667,0.5,0.166667,0.333333,0.666667,0.666667,0.333333,0.5,0.166667,0.333333,0.0,0.022863,0.264833,0.23
0.12,large_behavior_clone,articulated_object_opening,embodiment_mismatch,5,6,0.1,0.166667,0.333333,0.333333,0.5,0.333333,0.166667,0.333333,0.0,0.0,0.166667,0.5,0.0,0.166667,0.0,0.333333,0.0,0.013625,0.0,0.313333
0.12,large_behavior_clone,articulated_object_opening,embodiment_mismatch,6,6,0.106642,0.0,0.333333,0.333333,0.0,0.166667,0.0,0.5,0.333333,0.333333,0.5,0.166667,0.5,0.166667,0.0,0.0,0.0,0.067372,0.4855,0.19
0.12,large_behavior_clone,articulated_object_opening,embodiment_mismatch,7,6,0.1,0.166667,0.166667,0.333333,0.333333,0.0,0.333333,0.666667,0.333333,0.333333,0.333333,0.333333,0.0,0.333333,0.0,0.166667,0.0,0.0,0.0,0.366667
0.12,large_behavior_clone,articulated_object_opening,embodiment_mismatch,8,6,0.282067,0.0,0.333333,0.0,0.166667,0.333333,0.333333,0.166667,0.166667,0.166667,0.5,0.666667,0.333333,0.166667,0.166667,0.5,0.0,0.224301,0.377333,0.146667
0.12,large_behavior_clone,articulated_object_opening,embodiment_mismatch,9,6,0.0,0.166667,0.666667,0.0,0.166667,0.333333,0.166667,0.0,0.333333,0.333333,0.5,0.5,0.333333,0.333333,0.0,0.5,0.0,0.0,0.413333,0.08
0.12,large_behavior_clone,articulated_object_opening,long_horizon_compounding,0,6,0.05,0.166667,0.166667,0.333333,0.333333,0.0,0.333333,0.166667,0.166667,0.166667,0.166667,0.5,0.166667,0.5,0.0,0.333333,0.0,0.0,0.0,0.316667
0.12,large_behavior_clone,articulated_object_opening,long_horizon_compounding,1,6,0.1,0.166667,0.5,0.5,0.333333,0.0,0.5,0.166667,0.333333,0.333333,0.666667,0.5,0.333333,0.0,0.166667,0.0,0.0,0.0,0.0,0.436667
0.12,large_behavior_clone,articulated_object_opening,long_horizon_compounding,2,6,0.0,0.0,0.5,0.333333,0.166667,0.166667,0.166667,0.0,0.166667,0.5,0.166667,0.5,0.166667,0.166667,0.166667,0.166667,0.0,0.0,0.111667,0.22
0.12,large_behavior_clone,articulated_object_opening,long_horizon_compounding,3,6,0.115567,0.166667,0.5,0.166667,0.166667,0.0,0.0,0.333333,0.166667,0.333333,0.5,0.333333,0.5,0.333333,0.166667,0.5,0.0,0.091903,0.562,0.133333
0.12,large_behavior_clone,articulated_object_opening,long_horizon_compounding,4,6,0.0,0.0,0.333333,0.333333,0.166667,0.333333,0.333333,0.333333,0.333333,0.166667,0.833333,0.5,0.333333,0.166667,0.166667,0.333333,0.0,0.0,0.165833,0.303333
0.12,large_behavior_clone,articulated_object_opening,long_horizon_compounding,5,6,0.142856,0.0,0.333333,0.166667,0.166667,0.0,0.166667,0.166667,0.166667,0.333333,0.333333,0.333333,0.166667,0.333333,0.166667,0.333333,0.0,0.086635,0.183667,0.166667
0.12,large_behavior_clone,articulated_object_opening,long_horizon_compounding,6,6,0.0,0.166667,0.333333,0.5,0.0,0.166667,0.166667,0.0,0.166667,0.166667,0.5,0.0,0.166667,0.166667,0.0,0.0,0.0,0.0,0.057667,0.26
0.12,large_behavior_clone,articulated_object_opening,long_horizon_compounding,7,6,0.287811,0.0,0.5,0.0,0.166667,0.166667,0.333333,0.333333,0.166667,0.333333,0.333333,0.166667,0.166667,0.333333,0.166667,0.333333,0.0,0.231223,0.188167,0.163333
0.12,large_behavior_clone,articulated_object_opening,long_horizon_compounding,8,6,0.0,0.166667,0.5,0.166667,0.166667,0.0,0.333333,0.0,0.333333,0.333333,0.5,0.333333,0.333333,0.0,0.0,0.333333,0.0,0.0,0.305333,0.2
0.12,large_behavior_clone,articulated_object_opening,long_horizon_compounding,9,6,0.144956,0.166667,0.333333,0.166667,0.5,0.166667,0.0,0.0,0.333333,0.333333,0.5,0.5,0.166667,0.5,0.333333,0.333333,0.0,0.083721,0.192667,0.16
0.12,large_behavior_clone,articulated_object_opening,spurious_visual_shortcut,0,6,0.267961,0.166667,0.166667,0.166667,0.333333,0.166667,0.333333,0.333333,0.0,0.5,0.5,0.166667,0.833333,0.5,0.0,0.0,0.0,0.218828,0.719833,0.263333
0.12,large_behavior_clone,articulated_object_opening,spurious_visual_shortcut,1,6,0.061453,0.166667,0.666667,0.166667,0.333333,0.5,0.333333,0.0,0.166667,0.333333,0.833333,0.333333,0.166667,0.666667,0.0,0.166667,0.0,0.009284,0.098167,0.23
0.12,large_behavior_clone,articulated_object_opening,spurious_visual_shortcut,2,6,0.054103,0.166667,0.5,0.333333,0.666667,0.333333,0.0,0.166667,0.166667,0.166667,0.333333,0.333333,0.166667,0.5,0.0,0.333333,0.0,0.0,0.035167,0.276667
0.12,large_behavior_clone,articulated_object_opening,spurious_visual_shortcut,3,6,0.0,0.0,0.333333,0.5,0.5,0.5,0.333333,0.5,0.0,0.166667,0.5,0.5,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.45
0.12,large_behavior_clone,articulated_object_opening,spurious_visual_shortcut,4,6,0.15,0.166667,0.333333,0.166667,0.5,0.0,0.333333,0.0,0.166667,0.666667,0.166667,0.333333,0.0,0.5,0.166667,0.166667,0.0,0.062833,0.0,0.26
0.12,large_behavior_clone,articulated_object_opening,spurious_visual_shortcut,5,6,0.1,0.5,0.5,0.333333,0.333333,0.166667,0.333333,0.5,0.166667,0.333333,0.5,0.166667,0.0,0.333333,0.0,0.333333,0.0,0.016708,0.0,0.35
0.12,large_behavior_clone,articulated_object_opening,spurious_visual_shortcut,6,6,0.066703,0.166667,0.333333,0.166667,0.333333,0.166667,0.166667,0.166667,0.166667,0.333333,0.5,0.333333,0.166667,0.166667,0.0,0.166667,0.0,0.017128,0.143167,0.196667
0.12,large_behavior_clone,articulated_object_opening,spurious_visual_shortcut,7,6,0.059333,0.166667,0.166667,0.0,0.0,0.333333,0.166667,0.166667,0.166667,0.5,0.5,0.0,0.0,0.333333,0.0,0.166667,0.0,0.0558,0.08,0.066667
0.12,large_behavior_clone,articulated_object_opening,spurious_visual_shortcut,8,6,0.090872,0.166667,0.833333,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.5,0.5,0.5,0.333333,0.5,0.166667,0.0,0.0,0.046642,0.350333,0.166667
0.12,large_behavior_clone,articulated_object_opening,spurious_visual_shortcut,9,6,0.078778,0.5,0.333333,0.0,0.166667,0.5,0.0,0.5,0.333333,0.5,0.666667,0.833333,0.166667,0.5,0.0,0.0,0.0,0.069963,0.246667,0.08
0.12,large_behavior_clone,articulated_object_opening,recovery_scarce_failure,0,6,0.117656,0.166667,0.833333,0.166667,0.333333,0.166667,0.333333,0.166667,0.166667,0.333333,0.166667,0.333333,0.166667,0.333333,0.166667,0.166667,0.0,0.048287,0.075667,0.246667
0.12,large_behavior_clone,articulated_object_opening,recovery_scarce_failure,1,6,0.076678,0.0,0.166667,0.0,0.0,0.333333,0.333333,0.333333,0.166667,0.333333,0.166667,0.333333,0.166667,0.666667,0.0,0.166667,0.0,0.05248,0.228667,0.133333
0.12,large_behavior_clone,articulated_object_opening,recovery_scarce_failure,2,6,0.235333,0.166667,0.5,0.0,0.333333,0.0,0.0,0.5,0.166667,0.166667,0.333333,0.333333,0.5,0.166667,0.0,0.333333,0.0,0.214633,0.58,0.11
0.12,large_behavior_clone,articulated_object_opening,recovery_scarce_failure,3,6,0.267892,0.333333,0.5,0.0,0.333333,0.0,0.333333,0.166667,0.0,0.0,0.333333,0.666667,0.333333,0.333333,0.0,0.166667,0.0,0.206471,0.336833,0.176667
0.12,large_behavior_clone,articulated_object_opening,recovery_scarce_failure,4,6,0.086147,0.0,0.333333,0.166667,0.333333,0.0,0.166667,0.166667,0.5,0.333333,0.666667,0.166667,0.333333,0.166667,0.0,0.333333,0.0,0.017227,0.309833,0.196667
0.12,large_behavior_clone,articulated_object_opening,recovery_scarce_failure,5,6,0.089822,0.333333,0.666667,0.0,0.5,0.333333,0.166667,0.333333,0.166667,0.5,0.333333,0.166667,0.333333,0.166667,0.0,0.166667,0.0,0.066077,0.341333,0.173333
0.12,large_behavior_clone,articulated_object_opening,recovery_scarce_failure,6,6,0.230083,0.5,0.166667,0.166667,0.0,0.166667,0.166667,0.166667,0.166667,0.5,0.666667,0.666667,0.5,0.333333,0.166667,0.666667,0.0,0.216591,0.5575,0.136667
0.12,large_behavior_clone,articulated_object_opening,recovery_scarce_failure,7,6,0.108244,0.166667,0.5,0.333333,0.333333,0.166667,0.666667,0.0,0.333333,0.166667,0.333333,0.5,0.333333,0.0,0.0,0.0,0.0,0.0,0.035333,0.4
0.12,large_behavior_clone,articulated_object_opening,recovery_scarce_failure,8,6,0.074578,0.0,0.666667,0.0,0.166667,0.0,0.333333,0.166667,0.166667,0.333333,0.5,0.166667,0.166667,0.0,0.0,0.0,0.0,0.036147,0.210667,0.146667
0.12,large_behavior_clone,articulated_object_opening,recovery_scarce_failure,9,6,0.0,0.166667,0.166667,0.0,0.166667,0.5,0.333333,0.333333,0.0,0.166667,0.5,0.5,0.166667,0.166667,0.333333,0.166667,0.0,0.0,0.188167,0.163333
0.12,large_behavior_clone,articulated_object_opening,distribution_mixture_aliasing,0,6,0.131306,0.0,0.333333,0.166667,0.0,0.166667,0.333333,0.333333,0.0,0.166667,0.833333,0.166667,0.166667,0.333333,0.0,0.0,0.0,0.082969,0.134167,0.203333
0.12,large_behavior_clone,articulated_object_opening,distribution_mixture_aliasing,1,6,0.0,0.0,0.333333,0.0,0.166667,0.0,0.333333,0.833333,0.666667,0.166667,0.333333,0.5,0.0,0.333333,0.0,0.166667,0.0,0.0,0.0,0.213333
0.12,large_behavior_clone,articulated_object_opening,distribution_mixture_aliasing,2,6,0.05,0.5,0.0,0.166667,0.333333,0.0,0.166667,0.333333,0.0,0.0,0.666667,0.166667,0.0,0.166667,0.0,0.166667,0.0,0.012583,0.0,0.213333
0.12,large_behavior_clone,articulated_object_opening,distribution_mixture_aliasing,3,6,0.05,0.166667,0.5,0.166667,0.0,0.333333,0.5,0.166667,0.166667,0.0,0.166667,0.666667,0.0,0.333333,0.0,0.166667,0.0,0.0,0.0,0.236667
