stress_level,method,task,regime,seed,episodes,success,rare_failure_recall,contact_boundary_error,unsafe_commitment,overtrust_rate,recovery_success,tail_risk_rate,calibration_ece,intervention_cost,average_scaling_gain,boundary_risk_slope,scale_exception_gap,boundary_coverage,shortcut_reliance,morphology_transfer_gap,recoverability_deficit,regret_to_oracle,utility
0.38,large_behavior_clone,articulated_object_opening,occluded_precondition,0,6,0.5,0.166667,0.0,0.166667,0.333333,0.166667,0.333333,0.166667,0.166667,0.666667,0.5,0.5,0.5,0.166667,0.166667,0.166667,0.0,0.418333
0.38,large_behavior_clone,articulated_object_opening,occluded_precondition,1,6,0.166667,0.166667,0.5,0.0,0.333333,0.333333,0.166667,0.5,0.166667,0.166667,0.333333,0.5,0.166667,0.166667,0.0,0.0,0.0,0.114167
0.38,large_behavior_clone,articulated_object_opening,occluded_precondition,2,6,0.166667,0.333333,0.166667,0.0,0.333333,0.0,0.166667,0.0,0.0,0.0,0.5,0.5,0.5,0.166667,0.0,0.166667,0.0,0.143333
0.38,large_behavior_clone,articulated_object_opening,occluded_precondition,3,6,0.5,0.333333,0.166667,0.0,0.166667,0.166667,0.5,0.166667,0.0,0.5,0.166667,0.166667,0.166667,0.0,0.166667,0.0,0.0,0.474167
0.38,large_behavior_clone,articulated_object_opening,occluded_precondition,4,6,0.5,0.166667,0.5,0.166667,0.333333,0.333333,0.166667,0.166667,0.0,0.5,0.166667,0.333333,0.5,0.333333,0.0,0.0,0.0,0.470833
0.38,large_behavior_clone,articulated_object_opening,occluded_precondition,5,6,0.333333,0.0,0.5,0.166667,0.333333,0.166667,0.0,0.333333,0.5,0.666667,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.211667
0.38,large_behavior_clone,articulated_object_opening,occluded_precondition,6,6,0.333333,0.166667,0.333333,0.0,0.333333,0.166667,0.333333,0.166667,0.166667,0.333333,0.666667,0.333333,0.166667,0.0,0.0,0.0,0.0,0.265
0.38,large_behavior_clone,articulated_object_opening,occluded_precondition,7,6,0.166667,0.166667,0.333333,0.0,0.166667,0.166667,0.5,0.0,0.0,0.333333,0.333333,0.5,0.0,0.166667,0.0,0.166667,0.0,0.084167
0.38,large_behavior_clone,articulated_object_opening,occluded_precondition,8,6,0.666667,0.166667,0.0,0.0,0.0,0.333333,0.0,0.0,0.333333,0.666667,0.333333,0.5,0.333333,0.5,0.333333,0.333333,0.0,0.6725
0.38,large_behavior_clone,articulated_object_opening,occluded_precondition,9,6,0.333333,0.166667,0.333333,0.0,0.166667,0.5,0.0,0.166667,0.166667,0.333333,0.0,0.333333,0.333333,0.333333,0.166667,0.0,0.0,0.355
0.38,large_behavior_clone,articulated_object_opening,embodiment_mismatch,0,6,0.0,0.0,0.166667,0.333333,0.166667,0.333333,0.333333,0.5,0.166667,0.666667,0.333333,0.5,0.666667,0.333333,0.166667,0.166667,0.0,0.0
0.38,large_behavior_clone,articulated_object_opening,embodiment_mismatch,1,6,0.0,0.166667,0.666667,0.333333,0.0,0.333333,0.666667,0.166667,0.0,0.333333,0.166667,0.166667,0.5,0.0,0.333333,0.166667,0.0,0.0
0.38,large_behavior_clone,articulated_object_opening,embodiment_mismatch,2,6,0.166667,0.333333,0.5,0.333333,0.333333,0.0,0.0,0.0,0.166667,0.0,0.5,0.666667,0.333333,0.333333,0.333333,0.166667,0.0,0.075
0.38,large_behavior_clone,articulated_object_opening,embodiment_mismatch,3,6,0.666667,0.5,0.333333,0.0,0.166667,0.166667,0.5,0.0,0.0,0.0,0.333333,0.5,0.0,0.0,0.0,0.166667,0.0,0.619167
0.38,large_behavior_clone,articulated_object_opening,embodiment_mismatch,4,6,0.166667,0.333333,0.166667,0.0,0.0,0.333333,0.0,0.333333,0.166667,0.5,0.166667,0.5,0.333333,0.333333,0.166667,0.0,0.0,0.2
0.38,large_behavior_clone,articulated_object_opening,embodiment_mismatch,5,6,0.666667,0.0,0.166667,0.0,0.333333,0.333333,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.333333,0.333333,0.0,0.0,0.581667
0.38,large_behavior_clone,articulated_object_opening,embodiment_mismatch,6,6,0.333333,0.166667,0.166667,0.0,0.0,0.166667,0.5,0.166667,0.0,0.333333,0.166667,1.0,0.5,0.5,0.0,0.0,0.0,0.2675
0.38,large_behavior_clone,articulated_object_opening,embodiment_mismatch,7,6,0.0,0.166667,0.333333,0.0,0.5,0.5,0.0,0.5,0.5,0.333333,0.5,0.333333,0.166667,0.0,0.333333,0.0,0.0,0.0
0.38,large_behavior_clone,articulated_object_opening,embodiment_mismatch,8,6,0.166667,0.333333,0.333333,0.166667,0.0,0.333333,0.333333,0.0,0.0,0.333333,0.0,0.333333,0.666667,0.166667,0.0,0.0,0.0,0.188333
0.38,large_behavior_clone,articulated_object_opening,embodiment_mismatch,9,6,0.166667,0.333333,0.0,0.166667,0.333333,0.0,0.333333,0.0,0.166667,0.833333,0.333333,0.333333,0.5,0.0,0.0,0.0,0.0,0.104167
0.38,large_behavior_clone,articulated_object_opening,long_horizon_compounding,0,6,0.333333,0.0,0.0,0.0,0.166667,0.166667,0.333333,0.166667,0.5,0.5,0.666667,0.166667,0.166667,0.166667,0.166667,0.0,0.0,0.26
0.38,large_behavior_clone,articulated_object_opening,long_horizon_compounding,1,6,0.333333,0.166667,0.166667,0.166667,0.166667,0.0,0.166667,0.333333,0.333333,0.666667,0.333333,0.833333,0.166667,0.166667,0.333333,0.333333,0.0,0.215
0.38,large_behavior_clone,articulated_object_opening,long_horizon_compounding,2,6,0.333333,0.333333,0.333333,0.0,0.166667,0.0,0.166667,0.333333,0.166667,0.166667,0.5,0.333333,0.166667,0.5,0.166667,0.0,0.0,0.3075
0.38,large_behavior_clone,articulated_object_opening,long_horizon_compounding,3,6,0.166667,0.166667,0.333333,0.5,0.333333,0.166667,0.333333,0.333333,0.166667,0.333333,0.166667,0.166667,0.333333,0.166667,0.333333,0.0,0.0,0.049167
0.38,large_behavior_clone,articulated_object_opening,long_horizon_compounding,4,6,0.333333,0.0,0.833333,0.166667,0.0,0.0,0.5,0.166667,0.0,0.166667,0.5,0.5,0.166667,0.166667,0.166667,0.333333,0.0,0.228333
0.38,large_behavior_clone,articulated_object_opening,long_horizon_compounding,5,6,0.166667,0.166667,0.333333,0.166667,0.333333,0.333333,0.0,0.333333,0.166667,0.5,0.333333,0.5,0.166667,0.5,0.0,0.0,0.0,0.106667
0.38,large_behavior_clone,articulated_object_opening,long_horizon_compounding,6,6,0.5,0.166667,0.166667,0.166667,0.166667,0.166667,0.0,0.166667,0.0,0.333333,0.166667,0.666667,0.0,0.333333,0.0,0.166667,0.0,0.431667
0.38,large_behavior_clone,articulated_object_opening,long_horizon_compounding,7,6,0.5,0.333333,0.166667,0.0,0.166667,0.666667,0.166667,0.166667,0.0,0.5,0.333333,0.0,0.166667,0.333333,0.0,0.166667,0.0,0.5575
0.38,large_behavior_clone,articulated_object_opening,long_horizon_compounding,8,6,0.0,0.333333,0.666667,0.0,0.333333,0.666667,0.5,0.0,0.0,0.5,0.5,0.333333,0.166667,0.166667,0.0,0.166667,0.0,0.0
0.38,large_behavior_clone,articulated_object_opening,long_horizon_compounding,9,6,0.5,0.166667,0.166667,0.0,0.0,0.333333,0.0,0.5,0.333333,0.166667,0.333333,0.5,0.166667,0.0,0.166667,0.0,0.0,0.493333
0.38,large_behavior_clone,articulated_object_opening,spurious_visual_shortcut,0,6,0.166667,0.5,0.166667,0.0,0.0,0.166667,0.166667,0.333333,0.166667,0.166667,0.666667,0.666667,0.166667,0.5,0.0,0.333333,0.0,0.1625
0.38,large_behavior_clone,articulated_object_opening,spurious_visual_shortcut,1,6,0.166667,0.333333,0.0,0.166667,0.5,0.166667,0.166667,0.5,0.0,0.666667,0.5,0.5,0.166667,0.666667,0.166667,0.0,0.0,0.085833
0.38,large_behavior_clone,articulated_object_opening,spurious_visual_shortcut,2,6,0.333333,0.166667,0.5,0.5,0.166667,0.333333,0.166667,0.0,0.166667,0.333333,0.333333,0.666667,0.0,0.333333,0.0,0.0,0.0,0.199167
0.38,large_behavior_clone,articulated_object_opening,spurious_visual_shortcut,3,6,0.666667,0.333333,0.166667,0.5,0.0,0.333333,0.0,0.333333,0.0,0.5,0.666667,0.0,0.166667,0.5,0.0,0.166667,0.0,0.6625
0.38,large_behavior_clone,articulated_object_opening,spurious_visual_shortcut,4,6,0.333333,0.0,0.333333,0.0,0.333333,0.0,0.166667,0.0,0.5,0.333333,0.833333,0.666667,0.0,0.166667,0.166667,0.166667,0.0,0.194167
0.38,large_behavior_clone,articulated_object_opening,spurious_visual_shortcut,5,6,0.5,0.333333,0.333333,0.166667,0.0,0.166667,0.333333,0.333333,0.166667,0.5,0.666667,0.333333,0.666667,0.666667,0.0,0.0,0.0,0.5
0.38,large_behavior_clone,articulated_object_opening,spurious_visual_shortcut,6,6,0.333333,0.333333,0.0,0.0,0.333333,0.166667,0.0,0.0,0.0,1.0,0.0,0.166667,0.166667,0.0,0.333333,0.166667,0.0,0.340833
0.38,large_behavior_clone,articulated_object_opening,spurious_visual_shortcut,7,6,0.5,0.166667,0.166667,0.0,0.166667,0.0,0.166667,0.333333,0.0,0.166667,0.166667,0.333333,0.166667,0.166667,0.5,0.0,0.0,0.466667
0.38,large_behavior_clone,articulated_object_opening,spurious_visual_shortcut,8,6,0.333333,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.333333,0.333333,0.5,0.333333,0.0,0.333333,0.0,0.0,0.0,0.261667
0.38,large_behavior_clone,articulated_object_opening,spurious_visual_shortcut,9,6,0.333333,0.0,0.166667,0.0,0.166667,0.333333,0.166667,0.666667,0.333333,0.333333,0.333333,0.5,0.333333,0.166667,0.166667,0.166667,0.0,0.285
0.38,large_behavior_clone,articulated_object_opening,recovery_scarce_failure,0,6,0.333333,0.333333,0.5,0.166667,0.333333,0.166667,0.166667,0.333333,0.166667,0.166667,0.666667,0.166667,0.333333,0.166667,0.333333,0.166667,0.0,0.300833
0.38,large_behavior_clone,articulated_object_opening,recovery_scarce_failure,1,6,0.5,0.0,0.5,0.0,0.5,0.166667,0.333333,0.5,0.333333,0.333333,0.333333,0.666667,0.166667,0.333333,0.166667,0.0,0.0,0.358333
0.38,large_behavior_clone,articulated_object_opening,recovery_scarce_failure,2,6,0.666667,0.0,0.833333,0.166667,0.166667,0.333333,0.166667,0.166667,0.166667,0.5,0.0,0.333333,0.166667,0.333333,0.0,0.333333,0.0,0.604167
0.38,large_behavior_clone,articulated_object_opening,recovery_scarce_failure,3,6,0.5,0.0,0.166667,0.166667,0.333333,0.0,0.0,0.166667,0.0,0.5,0.5,0.166667,0.333333,0.5,0.0,0.166667,0.0,0.448333
0.38,large_behavior_clone,articulated_object_opening,recovery_scarce_failure,4,6,0.333333,0.333333,0.0,0.0,0.166667,0.166667,0.166667,0.333333,0.166667,0.5,0.333333,0.5,0.166667,0.333333,0.333333,0.166667,0.0,0.305833
0.38,large_behavior_clone,articulated_object_opening,recovery_scarce_failure,5,6,0.333333,0.333333,0.166667,0.166667,0.166667,0.333333,0.166667,0.166667,0.166667,0.5,0.833333,0.666667,0.0,0.333333,0.0,0.333333,0.0,0.266667
0.38,large_behavior_clone,articulated_object_opening,recovery_scarce_failure,6,6,0.5,0.0,0.666667,0.166667,0.0,0.0,0.0,0.166667,0.166667,0.333333,0.0,0.833333,0.5,0.333333,0.166667,0.0,0.0,0.435833
0.38,large_behavior_clone,articulated_object_opening,recovery_scarce_failure,7,6,0.666667,0.0,0.333333,0.0,0.333333,0.0,0.166667,0.333333,0.166667,0.333333,0.5,0.333333,0.166667,0.166667,0.166667,0.166667,0.0,0.586667
0.38,large_behavior_clone,articulated_object_opening,recovery_scarce_failure,8,6,0.333333,0.333333,0.5,0.0,0.5,0.166667,0.333333,0.166667,0.0,0.5,0.333333,0.166667,0.5,0.166667,0.0,0.166667,0.0,0.311667
0.38,large_behavior_clone,articulated_object_opening,recovery_scarce_failure,9,6,0.166667,0.5,0.333333,0.333333,0.333333,0.0,0.0,0.0,0.166667,0.166667,0.5,0.166667,0.666667,0.0,0.0,0.333333,0.0,0.1575
0.38,large_behavior_clone,articulated_object_opening,distribution_mixture_aliasing,0,6,0.333333,0.166667,0.5,0.0,0.166667,0.166667,0.0,0.166667,0.0,0.333333,0.5,0.5,0.166667,0.166667,0.0,0.166667,0.0,0.315833
0.38,large_behavior_clone,articulated_object_opening,distribution_mixture_aliasing,1,6,0.5,0.166667,0.666667,0.0,0.166667,0.166667,0.0,0.0,0.0,0.333333,0.166667,0.166667,0.0,0.166667,0.0,0.0,0.0,0.496667
0.38,large_behavior_clone,articulated_object_opening,distribution_mixture_aliasing,2,6,0.333333,0.333333,0.166667,0.166667,0.166667,0.333333,0.166667,0.0,0.166667,0.333333,0.333333,0.333333,0.0,0.0,0.0,0.166667,0.0,0.293333
0.38,large_behavior_clone,articulated_object_opening,distribution_mixture_aliasing,3,6,0.333333,0.166667,0.5,0.0,0.166667,0.166667,0.333333,0.333333,0.333333,0.5,0.333333,0.333333,0.166667,0.666667,0.0,0.166667,0.0,0.274167
0.38,large_behavior_clone,articulated_object_opening,distribution_mixture_aliasing,4,6,0.333333,0.166667,0.666667,0.166667,0.333333,0.166667,0.166667,0.166667,0.0,0.666667,0.5,0.666667,0.333333,0.333333,0.0,0.166667,0.0,0.253333
0.38,large_behavior_clone,articulated_object_opening,distribution_mixture_aliasing,5,6,0.166667,0.0,0.5,0.0,0.333333,0.0,0.333333,0.166667,0.0,0.666667,0.333333,0.666667,0.333333,0.333333,0.166667,0.166667,0.0,0.065
0.38,large_behavior_clone,articulated_object_opening,distribution_mixture_aliasing,6,6,0.166667,0.166667,0.666667,0.333333,0.333333,0.5,0.333333,0.333333,0.5,0.5,0.333333,0.666667,0.166667,0.5,0.166667,0.5,0.0,0.025
0.38,large_behavior_clone,articulated_object_opening,distribution_mixture_aliasing,7,6,0.333333,0.166667,0.166667,0.333333,0.666667,0.0,0.0,0.333333,0.333333,0.333333,0.666667,0.333333,0.0,0.666667,0.0,0.333333,0.0,0.1775
0.38,large_behavior_clone,articulated_object_opening,distribution_mixture_aliasing,8,6,0.333333,0.333333,0.166667,0.0,0.166667,0.333333,0.166667,0.333333,0.333333,0.5,0.5,0.666667,0.333333,0.5,0.0,0.0,0.0,0.306667
0.38,large_behavior_clone,articulated_object_opening,distribution_mixture_aliasing,9,6,0.166667,0.0,0.333333,0.0,0.166667,0.166667,0.166667,0.166667,0.0,0.333333,0.5,0.5,0.166667,0.5,0.0,0.333333,0.0,0.114167
0.38,large_behavior_clone,articulated_object_opening,actuator_latency_shift,0,6,0.333333,0.166667,0.5,0.166667,0.0,0.166667,0.333333,0.333333,0.0,0.5,0.333333,0.333333,0.166667,0.333333,0.0,0.5,0.0,0.288333
0.38,large_behavior_clone,articulated_object_opening,actuator_latency_shift,1,6,0.5,0.0,0.5,0.166667,0.166667,0.0,0.166667,0.5,0.0,0.333333,0.333333,0.5,0.166667,0.166667,0.0,0.166667,0.0,0.410833
0.38,large_behavior_clone,articulated_object_opening,actuator_latency_shift,2,6,0.5,0.333333,0.333333,0.166667,0.0,0.0,0.166667,0.166667,0.0,0.166667,0.333333,0.166667,0.166667,0.0,0.333333,0.0,0.0,0.491667
0.38,large_behavior_clone,articulated_object_opening,actuator_latency_shift,3,6,0.5,0.333333,0.0,0.166667,0.666667,0.0,0.166667,0.0,0.0,0.5,0.333333,0.166667,0.333333,0.5,0.0,0.166667,0.0,0.4275
0.38,large_behavior_clone,articulated_object_opening,actuator_latency_shift,4,6,0.333333,0.0,0.166667,0.0,0.333333,0.5,0.333333,0.0,0.0,0.333333,0.166667,0.833333,0.166667,0.5,0.166667,0.166667,0.0,0.240833
0.38,large_behavior_clone,articulated_object_opening,actuator_latency_shift,5,6,0.5,0.166667,0.166667,0.166667,0.166667,0.333333,0.0,0.0,0.166667,0.333333,0.5,0.5,0.0,0.333333,0.0,0.0,0.0,0.446667
0.38,large_behavior_clone,articulated_object_opening,actuator_latency_shift,6,6,0.166667,0.166667,0.5,0.333333,0.333333,0.166667,0.166667,0.166667,0.166667,0.666667,0.5,0.666667,0.166667,0.333333,0.333333,0.5,0.0,0.039167
0.38,large_behavior_clone,articulated_object_opening,actuator_latency_shift,7,6,0.333333,0.0,0.333333,0.5,0.0,0.0,0.5,0.333333,0.166667,0.5,0.0,0.0,0.0,0.333333,0.166667,0.333333,0.0,0.195833
0.38,large_behavior_clone,articulated_object_opening,actuator_latency_shift,8,6,0.333333,0.0,0.5,0.166667,0.333333,0.166667,0.166667,0.333333,0.0,0.666667,0.5,0.5,0.5,0.166667,0.166667,0.166667,0.0,0.261667
0.38,large_behavior_clone,articulated_object_opening,actuator_latency_shift,9,6,0.5,0.5,0.166667,0.0,0.333333,0.166667,0.0,0.166667,0.166667,0.333333,0.333333,0.166667,0.333333,0.333333,0.166667,0.166667,0.0,0.5275
0.38,large_behavior_clone,articulated_object_opening,mixed_exception_stress,0,6,0.333333,0.0,0.333333,0.166667,0.333333,0.333333,0.166667,0.0,0.0,0.166667,0.333333,0.5,0.166667,0.333333,0.166667,0.333333,0.0,0.248333
0.38,large_behavior_clone,articulated_object_opening,mixed_exception_stress,1,6,0.333333,0.333333,0.166667,0.0,0.5,0.666667,0.5,0.333333,0.166667,0.666667,0.0,0.166667,0.333333,0.333333,0.0,0.0,0.0,0.306667
0.38,large_behavior_clone,articulated_object_opening,mixed_exception_stress,2,6,0.5,0.166667,0.333333,0.5,0.166667,0.166667,0.333333,0.0,0.0,0.333333,0.166667,0.5,0.166667,0.333333,0.166667,0.5,0.0,0.3725
0.38,large_behavior_clone,articulated_object_opening,mixed_exception_stress,3,6,0.166667,0.5,0.166667,0.333333,0.166667,0.166667,0.0,0.333333,0.333333,0.5,0.5,0.833333,0.166667,0.166667,0.333333,0.333333,0.0,0.0875
0.38,large_behavior_clone,articulated_object_opening,mixed_exception_stress,4,6,0.166667,0.166667,0.666667,0.0,0.5,0.333333,0.333333,0.0,0.0,0.333333,0.333333,0.666667,0.333333,0.333333,0.0,0.166667,0.0,0.086667
0.38,large_behavior_clone,articulated_object_opening,mixed_exception_stress,5,6,0.0,0.0,0.666667,0.333333,0.5,0.166667,0.166667,0.166667,0.0,0.333333,0.666667,0.333333,0.0,0.5,0.166667,0.166667,0.0,0.0
0.38,large_behavior_clone,articulated_object_opening,mixed_exception_stress,6,6,0.333333,0.333333,0.333333,0.166667,0.166667,0.333333,0.5,0.333333,0.333333,0.333333,0.333333,0.5,0.5,0.166667,0.0,0.0,0.0,0.2725
0.38,large_behavior_clone,articulated_object_opening,mixed_exception_stress,7,6,0.666667,0.333333,0.666667,0.333333,0.333333,0.333333,0.0,0.666667,0.333333,0.333333,0.5,0.5,0.5,0.333333,0.166667,0.166667,0.0,0.614167
0.38,large_behavior_clone,articulated_object_opening,mixed_exception_stress,8,6,0.166667,0.0,0.5,0.166667,0.0,0.333333,0.0,0.0,0.5,0.833333,0.333333,0.333333,0.5,0.5,0.166667,0.166667,0.0,0.145833
0.38,large_behavior_clone,articulated_object_opening,mixed_exception_stress,9,6,0.166667,0.333333,0.333333,0.333333,0.166667,0.166667,0.166667,0.5,0.0,0.5,0.666667,0.166667,0.333333,0.333333,0.333333,0.166667,0.0,0.138333
0.38,large_behavior_clone,cable_routing,rare_contact_tail,0,6,0.666667,0.5,0.5,0.333333,0.0,0.166667,0.5,0.333333,0.0,0.333333,0.333333,0.333333,0.333333,0.0,0.0,0.0,0.0,0.626667
0.38,large_behavior_clone,cable_routing,rare_contact_tail,1,6,0.333333,0.166667,0.333333,0.166667,0.166667,0.166667,0.0,0.166667,0.333333,0.166667,0.166667,0.333333,0.166667,0.0,0.0,0.5,0.0,0.284167
0.38,large_behavior_clone,cable_routing,rare_contact_tail,2,6,0.333333,0.166667,0.0,0.166667,0.333333,0.666667,0.166667,0.333333,0.166667,0.666667,0.166667,0.333333,0.666667,0.0,0.0,0.0,0.0,0.33
0.38,large_behavior_clone,cable_routing,rare_contact_tail,3,6,0.333333,0.333333,0.0,0.333333,0.5,0.333333,0.666667,0.0,0.0,0.333333,0.0,0.5,0.166667,0.166667,0.0,0.0,0.0,0.186667
0.38,large_behavior_clone,cable_routing,rare_contact_tail,4,6,0.333333,0.166667,0.166667,0.166667,0.333333,0.333333,0.333333,0.333333,0.5,0.333333,0.666667,0.666667,0.333333,0.333333,0.166667,0.0,0.0,0.2175
0.38,large_behavior_clone,cable_routing,rare_contact_tail,5,6,0.5,0.333333,0.0,0.166667,0.166667,0.333333,0.0,0.166667,0.166667,0.333333,0.5,0.166667,0.166667,0.333333,0.0,0.166667,0.0,0.503333
0.38,large_behavior_clone,cable_routing,rare_contact_tail,6,6,0.333333,0.0,0.333333,0.166667,0.5,0.333333,0.166667,0.333333,0.166667,0.0,0.166667,0.666667,0.166667,0.0,0.0,0.166667,0.0,0.205833
0.38,large_behavior_clone,cable_routing,rare_contact_tail,7,6,0.333333,0.166667,0.166667,0.166667,0.333333,0.166667,0.0,0.166667,0.0,0.5,0.333333,0.5,0.5,0.166667,0.0,0.166667,0.0,0.296667
0.38,large_behavior_clone,cable_routing,rare_contact_tail,8,6,0.333333,0.333333,0.166667,0.166667,0.0,0.166667,0.333333,0.166667,0.0,0.333333,0.333333,0.166667,0.0,0.166667,0.0,0.333333,0.0,0.306667
0.38,large_behavior_clone,cable_routing,rare_contact_tail,9,6,0.0,0.5,0.333333,0.166667,0.166667,0.333333,0.333333,0.166667,0.333333,0.666667,0.5,0.333333,0.333333,0.166667,0.166667,0.166667,0.0,0.0
0.38,large_behavior_clone,cable_routing,occluded_precondition,0,6,0.166667,0.166667,0.333333,0.0,0.166667,0.166667,0.0,0.166667,0.0,0.333333,0.333333,0.166667,0.333333,0.166667,0.166667,0.166667,0.0,0.188333
0.38,large_behavior_clone,cable_routing,occluded_precondition,1,6,0.666667,0.0,0.333333,0.166667,0.333333,0.0,0.166667,0.0,0.166667,0.5,0.5,0.333333,0.5,0.0,0.166667,0.0,0.0,0.586667
0.38,large_behavior_clone,cable_routing,occluded_precondition,2,6,0.666667,0.0,0.666667,0.166667,0.333333,0.0,0.0,0.0,0.333333,0.666667,0.5,0.166667,0.166667,0.166667,0.0,0.0,0.0,0.5825
0.38,large_behavior_clone,cable_routing,occluded_precondition,3,6,0.5,0.5,0.0,0.166667,0.333333,0.5,0.166667,0.333333,0.333333,0.0,0.166667,0.333333,0.166667,0.0,0.166667,0.0,0.0,0.4725
0.38,large_behavior_clone,cable_routing,occluded_precondition,4,6,0.5,0.166667,0.166667,0.0,0.333333,0.333333,0.333333,0.0,0.0,0.833333,0.166667,0.666667,0.5,0.5,0.0,0.166667,0.0,0.451667
0.38,large_behavior_clone,cable_routing,occluded_precondition,5,6,0.5,0.333333,0.666667,0.0,0.0,0.5,0.0,0.333333,0.166667,0.166667,0.166667,0.166667,0.333333,0.333333,0.0,0.0,0.0,0.571667
0.38,large_behavior_clone,cable_routing,occluded_precondition,6,6,0.166667,0.0,0.333333,0.166667,0.166667,0.333333,0.166667,0.333333,0.166667,0.666667,0.666667,0.166667,0.0,0.0,0.0,0.166667,0.0,0.105
0.38,large_behavior_clone,cable_routing,occluded_precondition,7,6,0.666667,0.333333,0.166667,0.166667,0.166667,0.166667,0.166667,0.0,0.166667,0.333333,0.5,0.833333,0.333333,0.333333,0.0,0.166667,0.0,0.6
0.38,large_behavior_clone,cable_routing,occluded_precondition,8,6,0.333333,0.333333,0.333333,0.0,0.0,0.166667,0.166667,0.0,0.0,1.0,0.5,0.166667,0.333333,0.166667,0.0,0.333333,0.0,0.374167
0.38,large_behavior_clone,cable_routing,occluded_precondition,9,6,0.666667,0.166667,0.333333,0.0,0.333333,0.166667,0.333333,0.333333,0.0,0.666667,0.166667,0.833333,0.5,0.166667,0.333333,0.333333,0.0,0.593333
0.38,large_behavior_clone,cable_routing,embodiment_mismatch,0,6,0.5,0.166667,0.5,0.333333,0.333333,0.0,0.333333,0.0,0.333333,0.5,0.5,0.666667,0.166667,0.333333,0.333333,0.0,0.0,0.333333
0.38,large_behavior_clone,cable_routing,embodiment_mismatch,1,6,0.333333,0.333333,0.333333,0.0,0.166667,0.5,0.666667,0.333333,0.333333,0.333333,0.5,0.166667,0.0,0.333333,0.166667,0.0,0.0,0.280833
0.38,large_behavior_clone,cable_routing,embodiment_mismatch,2,6,0.166667,0.333333,0.5,0.333333,0.333333,0.5,0.0,0.0,0.166667,0.333333,0.0,0.333333,0.166667,0.0,0.0,0.166667,0.0,0.124167
0.38,large_behavior_clone,cable_routing,embodiment_mismatch,3,6,0.5,0.166667,0.5,0.0,0.166667,0.333333,0.166667,0.0,0.166667,0.666667,0.333333,0.5,0.166667,0.333333,0.166667,0.0,0.0,0.466667
0.38,large_behavior_clone,cable_routing,embodiment_mismatch,4,6,0.333333,0.166667,0.166667,0.333333,0.166667,0.166667,0.333333,0.0,0.166667,0.333333,0.166667,0.333333,0.0,0.5,0.0,0.166667,0.0,0.221667
0.38,large_behavior_clone,cable_routing,embodiment_mismatch,5,6,0.166667,0.333333,0.333333,0.166667,0.333333,0.333333,0.333333,0.166667,0.333333,0.5,0.5,0.333333,0.0,0.333333,0.166667,0.333333,0.0,0.08
0.38,large_behavior_clone,cable_routing,embodiment_mismatch,6,6,0.5,0.333333,0.333333,0.166667,0.0,0.5,0.333333,0.166667,0.166667,0.166667,0.166667,0.5,0.166667,0.666667,0.0,0.0,0.0,0.4725
0.38,large_behavior_clone,cable_routing,embodiment_mismatch,7,6,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.166667,0.333333,0.5,0.166667,0.0,0.333333,0.333333,0.166667,0.166667,0.0,0.4825
0.38,large_behavior_clone,cable_routing,embodiment_mismatch,8,6,0.5,0.333333,0.333333,0.333333,0.166667,0.333333,0.0,0.166667,0.0,1.0,0.5,0.333333,0.166667,0.333333,0.166667,0.333333,0.0,0.475
0.38,large_behavior_clone,cable_routing,embodiment_mismatch,9,6,0.166667,0.166667,0.333333,0.166667,0.333333,0.5,0.333333,0.333333,0.166667,0.333333,0.5,0.666667,0.333333,0.166667,0.333333,0.5,0.0,0.0825
0.38,large_behavior_clone,cable_routing,long_horizon_compounding,0,6,0.333333,0.0,0.333333,0.5,0.0,0.0,0.166667,0.166667,0.333333,0.5,0.5,0.5,0.333333,0.166667,0.166667,0.5,0.0,0.205833
0.38,large_behavior_clone,cable_routing,long_horizon_compounding,1,6,0.333333,0.166667,0.0,0.0,0.333333,0.166667,0.333333,0.0,0.166667,0.333333,0.333333,0.166667,0.333333,0.333333,0.0,0.333333,0.0,0.290833
0.38,large_behavior_clone,cable_routing,long_horizon_compounding,2,6,0.166667,0.166667,0.166667,0.166667,0.0,0.333333,0.333333,0.0,0.166667,0.333333,0.0,0.166667,0.333333,0.333333,0.0,0.166667,0.0,0.149167
0.38,large_behavior_clone,cable_routing,long_horizon_compounding,3,6,0.5,0.166667,0.333333,0.5,0.333333,0.166667,0.166667,0.166667,0.0,0.5,0.333333,0.166667,0.166667,0.0,0.0,0.166667,0.0,0.3975
0.38,large_behavior_clone,cable_routing,long_horizon_compounding,4,6,0.666667,0.166667,0.333333,0.166667,0.0,0.666667,0.333333,0.5,0.166667,0.166667,0.166667,0.5,0.0,0.0,0.0,0.0,0.0,0.620833
0.38,large_behavior_clone,cable_routing,long_horizon_compounding,5,6,0.5,0.333333,0.333333,0.166667,0.5,0.333333,0.166667,0.5,0.166667,0.166667,0.166667,0.5,0.666667,0.166667,0.0,0.166667,0.0,0.458333
0.38,large_behavior_clone,cable_routing,long_horizon_compounding,6,6,0.5,0.166667,0.5,0.166667,0.666667,0.333333,0.166667,0.333333,0.166667,0.666667,0.0,0.333333,0.5,0.5,0.166667,0.0,0.0,0.4225
