method,split,task,regime,seed,episodes,success,rare_failure_recall,contact_boundary_error,unsafe_commitment,overtrust_rate,recovery_success,tail_risk_rate,calibration_ece,intervention_cost,average_scaling_gain,boundary_risk_slope,scale_exception_gap,boundary_coverage,shortcut_reliance,morphology_transfer_gap,recoverability_deficit,regret_to_oracle,utility
data_only_scaling,embodiment_shift,articulated_object_opening,actuator_latency_shift,6,6,0.166667,0.333333,0.333333,0.0,0.0,0.666667,0.0,0.166667,0.166667,0.333333,0.333333,0.5,0.333333,0.333333,0.0,0.166667,0.666667,0.2
data_only_scaling,embodiment_shift,articulated_object_opening,actuator_latency_shift,7,6,0.5,0.166667,0.0,0.166667,0.0,0.333333,0.5,0.333333,0.0,0.0,0.333333,0.5,0.333333,0.666667,0.333333,0.166667,0.5,0.430833
data_only_scaling,embodiment_shift,articulated_object_opening,actuator_latency_shift,8,6,0.666667,0.5,0.0,0.166667,0.0,0.333333,0.0,0.166667,0.166667,0.666667,0.333333,0.666667,0.333333,0.166667,0.0,0.0,0.0,0.679167
data_only_scaling,embodiment_shift,articulated_object_opening,actuator_latency_shift,9,6,0.333333,0.166667,0.166667,0.0,0.166667,0.0,0.0,0.0,0.0,0.166667,0.166667,0.333333,0.0,0.333333,0.166667,0.0,0.0,0.305
data_only_scaling,embodiment_shift,articulated_object_opening,mixed_exception_stress,0,6,0.166667,0.333333,0.333333,0.0,0.166667,0.0,0.166667,0.166667,0.166667,0.333333,0.333333,0.0,0.5,0.333333,0.333333,0.333333,0.333333,0.180833
data_only_scaling,embodiment_shift,articulated_object_opening,mixed_exception_stress,1,6,0.333333,0.0,0.666667,0.166667,0.166667,0.333333,0.5,0.166667,0.0,0.166667,0.5,0.5,0.0,0.166667,0.0,0.0,0.333333,0.208333
data_only_scaling,embodiment_shift,articulated_object_opening,mixed_exception_stress,2,6,0.333333,0.0,0.333333,0.0,0.333333,0.166667,0.0,0.0,0.166667,0.5,0.0,0.333333,0.0,0.166667,0.333333,0.166667,0.5,0.2525
data_only_scaling,embodiment_shift,articulated_object_opening,mixed_exception_stress,3,6,0.0,0.333333,0.666667,0.0,0.333333,0.5,0.166667,0.5,0.166667,0.333333,0.0,0.666667,0.5,0.166667,0.166667,0.166667,0.666667,0.0
data_only_scaling,embodiment_shift,articulated_object_opening,mixed_exception_stress,4,6,0.0,0.166667,0.5,0.166667,0.333333,0.333333,0.5,0.333333,0.0,0.5,0.166667,0.5,0.333333,0.166667,0.5,0.333333,0.666667,0.0
data_only_scaling,embodiment_shift,articulated_object_opening,mixed_exception_stress,5,6,0.166667,0.333333,0.166667,0.0,0.333333,0.0,0.166667,0.333333,0.0,0.333333,0.333333,0.166667,0.0,0.333333,0.166667,0.166667,0.333333,0.120833
data_only_scaling,embodiment_shift,articulated_object_opening,mixed_exception_stress,6,6,0.0,0.166667,0.5,0.0,0.0,0.166667,0.5,0.166667,0.166667,0.5,0.5,0.333333,0.0,0.333333,0.166667,0.166667,0.333333,0.0
data_only_scaling,embodiment_shift,articulated_object_opening,mixed_exception_stress,7,6,0.166667,0.5,0.666667,0.166667,0.0,0.5,0.0,0.5,0.333333,0.333333,0.333333,0.333333,0.5,0.0,0.0,0.166667,0.333333,0.208333
data_only_scaling,embodiment_shift,articulated_object_opening,mixed_exception_stress,8,6,0.0,0.0,0.166667,0.166667,0.166667,0.5,0.333333,0.166667,0.0,0.0,0.333333,0.666667,0.333333,0.333333,0.333333,0.0,1.0,0.0
data_only_scaling,embodiment_shift,articulated_object_opening,mixed_exception_stress,9,6,0.166667,0.0,0.5,0.166667,0.166667,0.0,0.0,0.666667,0.166667,0.5,0.166667,0.333333,0.333333,0.0,0.166667,0.166667,0.5,0.093333
data_only_scaling,embodiment_shift,cable_routing,rare_contact_tail,0,6,0.166667,0.166667,0.5,0.0,0.0,0.5,0.5,0.166667,0.166667,0.0,0.0,0.166667,0.0,0.333333,0.166667,0.0,0.666667,0.12
data_only_scaling,embodiment_shift,cable_routing,rare_contact_tail,1,6,0.5,0.666667,0.333333,0.166667,0.333333,0.333333,0.0,0.166667,0.0,0.5,0.333333,0.333333,0.333333,0.333333,0.0,0.0,0.333333,0.516667
data_only_scaling,embodiment_shift,cable_routing,rare_contact_tail,2,6,0.166667,0.166667,0.833333,0.166667,0.166667,0.666667,0.333333,0.333333,0.0,0.166667,0.333333,0.5,0.166667,0.666667,0.166667,0.0,0.833333,0.095
data_only_scaling,embodiment_shift,cable_routing,rare_contact_tail,3,6,0.166667,0.166667,0.333333,0.166667,0.166667,0.0,0.166667,0.166667,0.0,0.333333,0.333333,0.5,0.166667,0.166667,0.166667,0.0,0.5,0.0775
data_only_scaling,embodiment_shift,cable_routing,rare_contact_tail,4,6,0.333333,0.5,0.5,0.166667,0.166667,0.166667,0.333333,0.0,0.166667,0.5,0.0,0.333333,0.166667,0.333333,0.166667,0.333333,0.166667,0.288333
data_only_scaling,embodiment_shift,cable_routing,rare_contact_tail,5,6,0.333333,0.5,0.666667,0.0,0.166667,0.333333,0.166667,0.166667,0.166667,0.333333,0.666667,0.166667,0.166667,0.166667,0.0,0.0,0.333333,0.35
data_only_scaling,embodiment_shift,cable_routing,rare_contact_tail,6,6,0.5,0.5,0.166667,0.166667,0.166667,0.333333,0.166667,0.0,0.166667,0.833333,0.5,0.166667,0.333333,0.166667,0.0,0.0,0.5,0.498333
data_only_scaling,embodiment_shift,cable_routing,rare_contact_tail,7,6,0.5,0.0,0.166667,0.0,0.166667,0.5,0.333333,0.333333,0.0,0.333333,0.666667,0.5,0.333333,0.0,0.333333,0.333333,0.166667,0.46
data_only_scaling,embodiment_shift,cable_routing,rare_contact_tail,8,6,0.0,0.166667,0.333333,0.166667,0.166667,0.166667,0.166667,0.0,0.166667,0.666667,0.333333,0.333333,0.166667,0.0,0.166667,0.166667,0.833333,0.0
data_only_scaling,embodiment_shift,cable_routing,rare_contact_tail,9,6,0.666667,0.5,0.5,0.166667,0.166667,0.333333,0.166667,0.333333,0.5,0.5,0.5,0.333333,0.666667,0.0,0.0,0.333333,0.166667,0.668333
data_only_scaling,embodiment_shift,cable_routing,occluded_precondition,0,6,0.166667,0.166667,0.5,0.0,0.0,0.333333,0.5,0.166667,0.333333,0.333333,0.166667,0.5,0.666667,0.166667,0.0,0.166667,0.833333,0.115833
data_only_scaling,embodiment_shift,cable_routing,occluded_precondition,1,6,0.5,0.166667,0.5,0.166667,0.666667,0.333333,0.0,0.166667,0.333333,0.166667,0.166667,0.0,0.333333,0.166667,0.0,0.333333,0.0,0.444167
data_only_scaling,embodiment_shift,cable_routing,occluded_precondition,2,6,0.166667,0.333333,0.0,0.0,0.0,0.0,0.0,0.166667,0.333333,0.333333,0.333333,0.166667,0.5,0.0,0.166667,0.0,0.666667,0.1825
data_only_scaling,embodiment_shift,cable_routing,occluded_precondition,3,6,0.666667,0.166667,0.333333,0.333333,0.0,0.5,0.166667,0.0,0.0,0.5,0.5,0.333333,0.333333,0.166667,0.166667,0.166667,0.166667,0.644167
data_only_scaling,embodiment_shift,cable_routing,occluded_precondition,4,6,0.666667,0.333333,0.333333,0.166667,0.0,0.166667,0.0,0.166667,0.166667,0.333333,0.166667,0.333333,0.166667,0.5,0.0,0.166667,0.0,0.664167
data_only_scaling,embodiment_shift,cable_routing,occluded_precondition,5,6,0.333333,0.166667,0.166667,0.333333,0.0,0.5,0.0,0.0,0.333333,0.0,0.166667,0.5,0.333333,0.333333,0.0,0.166667,0.666667,0.2775
data_only_scaling,embodiment_shift,cable_routing,occluded_precondition,6,6,0.166667,0.333333,0.166667,0.333333,0.166667,0.333333,0.5,0.5,0.333333,0.333333,0.333333,0.666667,0.0,0.0,0.0,0.166667,0.5,0.0125
data_only_scaling,embodiment_shift,cable_routing,occluded_precondition,7,6,0.5,0.166667,0.333333,0.0,0.166667,0.166667,0.0,0.0,0.0,0.5,0.166667,0.5,0.666667,0.333333,0.166667,0.0,0.333333,0.508333
data_only_scaling,embodiment_shift,cable_routing,occluded_precondition,8,6,0.5,0.333333,0.5,0.333333,0.0,0.166667,0.166667,0.166667,0.166667,0.0,0.333333,0.166667,0.166667,0.166667,0.333333,0.333333,0.5,0.450833
data_only_scaling,embodiment_shift,cable_routing,occluded_precondition,9,6,0.5,0.166667,0.333333,0.0,0.0,0.166667,0.166667,0.0,0.333333,0.666667,0.166667,0.5,0.166667,0.166667,0.0,0.166667,0.166667,0.458333
data_only_scaling,embodiment_shift,cable_routing,embodiment_mismatch,0,6,0.333333,0.166667,0.0,0.666667,0.166667,0.5,0.333333,0.333333,0.333333,0.333333,0.666667,0.166667,0.166667,0.333333,0.333333,0.166667,0.5,0.193333
data_only_scaling,embodiment_shift,cable_routing,embodiment_mismatch,1,6,0.333333,0.5,0.333333,0.0,0.166667,0.333333,0.166667,0.0,0.166667,0.333333,0.333333,0.666667,0.166667,0.333333,0.0,0.166667,0.5,0.304167
data_only_scaling,embodiment_shift,cable_routing,embodiment_mismatch,2,6,0.333333,0.333333,0.166667,0.166667,0.0,0.5,0.166667,0.166667,0.0,0.5,0.666667,0.333333,0.333333,0.166667,0.166667,0.0,0.666667,0.335833
data_only_scaling,embodiment_shift,cable_routing,embodiment_mismatch,3,6,0.166667,0.333333,0.5,0.0,0.333333,0.333333,0.5,0.0,0.166667,0.5,0.166667,0.333333,0.333333,0.0,0.0,0.166667,0.5,0.105
data_only_scaling,embodiment_shift,cable_routing,embodiment_mismatch,4,6,0.166667,0.0,0.5,0.0,0.0,0.166667,0.333333,0.333333,0.0,0.333333,0.333333,0.333333,0.5,0.333333,0.0,0.0,0.5,0.136667
data_only_scaling,embodiment_shift,cable_routing,embodiment_mismatch,5,6,0.333333,0.166667,0.333333,0.166667,0.166667,0.0,0.0,0.0,0.166667,0.166667,0.666667,0.333333,0.5,0.166667,0.166667,0.166667,0.666667,0.284167
data_only_scaling,embodiment_shift,cable_routing,embodiment_mismatch,6,6,0.5,0.5,0.333333,0.166667,0.0,0.166667,0.166667,0.166667,0.333333,0.0,0.5,0.333333,0.166667,0.333333,0.0,0.0,0.333333,0.475833
data_only_scaling,embodiment_shift,cable_routing,embodiment_mismatch,7,6,0.0,0.5,0.5,0.0,0.166667,0.5,0.166667,0.5,0.0,0.5,0.333333,0.333333,0.5,0.166667,0.0,0.166667,0.833333,0.0325
data_only_scaling,embodiment_shift,cable_routing,embodiment_mismatch,8,6,0.333333,0.333333,0.166667,0.0,0.333333,0.333333,0.166667,0.333333,0.333333,0.333333,0.333333,0.166667,0.333333,0.166667,0.0,0.0,0.5,0.31
data_only_scaling,embodiment_shift,cable_routing,embodiment_mismatch,9,6,0.5,0.333333,0.666667,0.0,0.166667,0.166667,0.166667,0.166667,0.166667,0.5,0.166667,0.666667,0.5,0.0,0.333333,0.166667,0.333333,0.4725
data_only_scaling,embodiment_shift,cable_routing,long_horizon_compounding,0,6,0.5,0.5,0.5,0.0,0.166667,0.0,0.0,0.166667,0.0,0.166667,0.333333,0.5,0.333333,0.333333,0.166667,0.5,0.333333,0.506667
data_only_scaling,embodiment_shift,cable_routing,long_horizon_compounding,1,6,0.5,0.166667,0.166667,0.333333,0.0,0.0,0.166667,0.333333,0.333333,0.333333,0.333333,0.166667,0.333333,0.166667,0.0,0.0,0.333333,0.43
data_only_scaling,embodiment_shift,cable_routing,long_horizon_compounding,2,6,0.0,0.5,0.166667,0.166667,0.0,0.5,0.166667,0.166667,0.166667,0.333333,0.333333,0.166667,0.166667,0.0,0.333333,0.166667,0.666667,0.010833
data_only_scaling,embodiment_shift,cable_routing,long_horizon_compounding,3,6,0.833333,0.0,0.166667,0.0,0.166667,0.333333,0.166667,0.333333,0.166667,0.166667,0.5,0.5,0.333333,0.0,0.166667,0.0,0.166667,0.789167
data_only_scaling,embodiment_shift,cable_routing,long_horizon_compounding,4,6,0.5,0.333333,0.5,0.333333,0.5,0.0,0.0,0.166667,0.5,0.5,0.5,0.166667,0.333333,0.166667,0.0,0.333333,0.166667,0.403333
data_only_scaling,embodiment_shift,cable_routing,long_horizon_compounding,5,6,0.5,0.166667,0.5,0.0,0.166667,0.0,0.166667,0.166667,0.0,0.666667,0.166667,0.666667,0.0,0.0,0.0,0.333333,0.0,0.4275
data_only_scaling,embodiment_shift,cable_routing,long_horizon_compounding,6,6,0.5,0.333333,0.5,0.166667,0.166667,0.166667,0.333333,0.166667,0.166667,0.5,0.333333,0.333333,0.166667,0.0,0.0,0.333333,0.333333,0.431667
data_only_scaling,embodiment_shift,cable_routing,long_horizon_compounding,7,6,0.166667,0.166667,0.333333,0.0,0.166667,0.166667,0.166667,0.333333,0.166667,0.333333,0.333333,0.5,0.5,0.333333,0.166667,0.0,0.666667,0.123333
data_only_scaling,embodiment_shift,cable_routing,long_horizon_compounding,8,6,0.666667,0.333333,0.166667,0.333333,0.166667,0.166667,0.333333,0.166667,0.333333,0.333333,0.333333,0.333333,0.5,0.333333,0.166667,0.166667,0.0,0.6
data_only_scaling,embodiment_shift,cable_routing,long_horizon_compounding,9,6,0.333333,0.333333,0.333333,0.0,0.333333,0.5,0.166667,0.333333,0.0,0.333333,0.333333,0.666667,0.5,0.166667,0.0,0.166667,0.666667,0.308333
data_only_scaling,embodiment_shift,cable_routing,spurious_visual_shortcut,0,6,0.5,0.5,0.666667,0.0,0.166667,0.166667,0.166667,0.333333,0.166667,0.333333,0.166667,0.333333,0.0,0.166667,0.166667,0.5,0.333333,0.479167
data_only_scaling,embodiment_shift,cable_routing,spurious_visual_shortcut,1,6,0.166667,0.5,0.666667,0.0,0.166667,0.166667,0.333333,0.333333,0.166667,0.333333,0.333333,0.333333,0.333333,0.333333,0.0,0.166667,0.666667,0.141667
data_only_scaling,embodiment_shift,cable_routing,spurious_visual_shortcut,2,6,0.166667,0.5,0.166667,0.0,0.0,0.166667,0.0,0.5,0.5,0.166667,0.166667,0.333333,0.333333,0.333333,0.5,0.166667,0.5,0.181667
data_only_scaling,embodiment_shift,cable_routing,spurious_visual_shortcut,3,6,0.333333,0.166667,0.666667,0.333333,0.0,0.5,0.0,0.0,0.0,0.5,0.166667,0.5,0.333333,0.333333,0.166667,0.0,0.333333,0.309167
data_only_scaling,embodiment_shift,cable_routing,spurious_visual_shortcut,4,6,0.5,0.333333,0.166667,0.166667,0.166667,0.0,0.0,0.0,0.0,0.5,0.333333,0.666667,0.333333,0.333333,0.0,0.166667,0.0,0.4625
data_only_scaling,embodiment_shift,cable_routing,spurious_visual_shortcut,5,6,0.666667,0.333333,0.166667,0.166667,0.166667,0.166667,0.0,0.0,0.0,0.5,0.666667,0.166667,0.166667,0.333333,0.0,0.333333,0.0,0.668333
data_only_scaling,embodiment_shift,cable_routing,spurious_visual_shortcut,6,6,0.333333,0.166667,0.166667,0.166667,0.0,0.333333,0.333333,0.166667,0.166667,0.166667,0.333333,0.333333,0.0,0.166667,0.0,0.166667,0.166667,0.271667
data_only_scaling,embodiment_shift,cable_routing,spurious_visual_shortcut,7,6,0.5,0.333333,0.666667,0.0,0.166667,0.166667,0.0,0.333333,0.333333,0.333333,0.666667,0.5,0.166667,0.166667,0.0,0.333333,0.333333,0.468333
data_only_scaling,embodiment_shift,cable_routing,spurious_visual_shortcut,8,6,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.333333,0.0,0.166667,0.5,0.333333,0.166667,0.166667,0.333333,0.166667,0.833333,0.090833
data_only_scaling,embodiment_shift,cable_routing,spurious_visual_shortcut,9,6,0.5,0.5,0.166667,0.166667,0.0,0.5,0.166667,0.166667,0.0,0.0,0.333333,0.5,0.0,0.0,0.0,0.166667,0.166667,0.499167
data_only_scaling,embodiment_shift,cable_routing,recovery_scarce_failure,0,6,0.0,0.0,0.666667,0.333333,0.0,0.333333,0.0,0.0,0.0,0.0,0.833333,0.5,0.166667,0.5,0.166667,0.333333,0.666667,0.0
data_only_scaling,embodiment_shift,cable_routing,recovery_scarce_failure,1,6,0.0,0.0,0.166667,0.0,0.0,0.166667,0.166667,0.333333,0.0,0.333333,0.166667,0.333333,0.0,0.166667,0.0,0.166667,0.833333,0.0
data_only_scaling,embodiment_shift,cable_routing,recovery_scarce_failure,2,6,0.333333,0.5,0.666667,0.166667,0.5,0.166667,0.166667,0.0,0.166667,0.0,0.333333,0.333333,0.0,0.666667,0.0,0.166667,0.5,0.243333
data_only_scaling,embodiment_shift,cable_routing,recovery_scarce_failure,3,6,0.666667,0.333333,0.166667,0.333333,0.333333,0.5,0.333333,0.166667,0.5,0.333333,0.666667,0.0,0.0,0.666667,0.0,0.0,0.333333,0.571667
data_only_scaling,embodiment_shift,cable_routing,recovery_scarce_failure,4,6,0.833333,0.5,0.333333,0.166667,0.333333,0.666667,0.166667,0.166667,0.166667,0.333333,0.166667,0.666667,0.166667,0.166667,0.0,0.5,0.0,0.800833
data_only_scaling,embodiment_shift,cable_routing,recovery_scarce_failure,5,6,0.5,0.5,0.0,0.333333,0.333333,0.166667,0.5,0.333333,0.666667,0.0,0.5,0.5,0.333333,0.5,0.0,0.166667,0.333333,0.356667
data_only_scaling,embodiment_shift,cable_routing,recovery_scarce_failure,6,6,0.333333,0.333333,0.166667,0.166667,0.333333,0.166667,0.5,0.0,0.166667,0.666667,0.166667,0.5,0.333333,0.166667,0.5,0.333333,0.333333,0.2275
data_only_scaling,embodiment_shift,cable_routing,recovery_scarce_failure,7,6,0.166667,0.333333,0.666667,0.0,0.0,0.166667,0.166667,0.5,0.0,0.333333,0.333333,0.333333,0.0,0.166667,0.166667,0.166667,0.833333,0.14
data_only_scaling,embodiment_shift,cable_routing,recovery_scarce_failure,8,6,0.333333,0.333333,0.333333,0.5,0.166667,0.333333,0.333333,0.166667,0.333333,0.333333,0.333333,0.5,0.333333,0.166667,0.0,0.166667,0.166667,0.221667
data_only_scaling,embodiment_shift,cable_routing,recovery_scarce_failure,9,6,0.166667,0.166667,0.333333,0.0,0.166667,0.0,0.5,0.166667,0.166667,0.333333,0.5,0.333333,0.0,0.166667,0.0,0.166667,0.5,0.058333
data_only_scaling,embodiment_shift,cable_routing,distribution_mixture_aliasing,0,6,0.333333,0.5,0.166667,0.0,0.166667,0.333333,0.0,0.166667,0.166667,0.333333,0.333333,0.333333,0.166667,0.166667,0.166667,0.166667,0.333333,0.354167
data_only_scaling,embodiment_shift,cable_routing,distribution_mixture_aliasing,1,6,0.333333,0.0,0.333333,0.166667,0.166667,0.166667,0.0,0.166667,0.166667,0.0,0.333333,0.166667,0.333333,0.666667,0.166667,0.5,0.5,0.285
data_only_scaling,embodiment_shift,cable_routing,distribution_mixture_aliasing,2,6,0.166667,0.166667,0.833333,0.0,0.0,0.333333,0.333333,0.166667,0.0,0.166667,0.833333,0.333333,0.166667,0.166667,0.166667,0.166667,0.5,0.140833
data_only_scaling,embodiment_shift,cable_routing,distribution_mixture_aliasing,3,6,0.166667,0.333333,0.5,0.5,0.333333,0.166667,0.166667,0.166667,0.166667,0.5,0.5,0.5,0.166667,0.166667,0.0,0.333333,0.833333,0.015833
data_only_scaling,embodiment_shift,cable_routing,distribution_mixture_aliasing,4,6,0.333333,0.0,0.5,0.166667,0.333333,0.166667,0.166667,0.5,0.0,0.5,0.166667,0.833333,0.166667,0.333333,0.0,0.0,0.5,0.1925
data_only_scaling,embodiment_shift,cable_routing,distribution_mixture_aliasing,5,6,0.166667,0.0,0.666667,0.333333,0.333333,0.166667,0.333333,0.0,0.0,0.333333,0.333333,0.0,0.333333,0.166667,0.0,0.333333,0.166667,0.074167
data_only_scaling,embodiment_shift,cable_routing,distribution_mixture_aliasing,6,6,0.166667,0.333333,0.666667,0.0,0.166667,0.333333,0.166667,0.0,0.0,0.166667,0.333333,0.166667,0.166667,0.166667,0.166667,0.5,0.5,0.17
data_only_scaling,embodiment_shift,cable_routing,distribution_mixture_aliasing,7,6,0.666667,0.0,0.166667,0.0,0.0,0.0,0.0,0.333333,0.166667,0.333333,0.333333,0.333333,0.333333,0.166667,0.0,0.0,0.166667,0.649167
data_only_scaling,embodiment_shift,cable_routing,distribution_mixture_aliasing,8,6,0.5,0.333333,0.166667,0.166667,0.166667,0.333333,0.166667,0.333333,0.166667,0.5,0.333333,0.333333,0.0,0.0,0.166667,0.166667,0.166667,0.454167
data_only_scaling,embodiment_shift,cable_routing,distribution_mixture_aliasing,9,6,0.333333,0.666667,0.666667,0.0,0.166667,0.333333,0.333333,0.166667,0.166667,0.333333,0.166667,0.5,0.5,0.0,0.0,0.0,0.166667,0.354167
data_only_scaling,embodiment_shift,cable_routing,actuator_latency_shift,0,6,0.333333,0.166667,0.166667,0.333333,0.166667,0.166667,0.333333,0.166667,0.0,0.333333,0.5,0.666667,0.333333,0.333333,0.166667,0.0,0.666667,0.206667
data_only_scaling,embodiment_shift,cable_routing,actuator_latency_shift,1,6,0.5,0.333333,0.333333,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.5,0.5,0.0,0.5,0.166667,0.166667,0.466667
data_only_scaling,embodiment_shift,cable_routing,actuator_latency_shift,2,6,0.166667,0.0,0.666667,0.0,0.0,0.333333,0.166667,0.0,0.166667,0.5,0.333333,0.5,0.333333,0.333333,0.0,0.0,0.666667,0.124167
data_only_scaling,embodiment_shift,cable_routing,actuator_latency_shift,3,6,0.666667,0.166667,0.166667,0.0,0.333333,0.666667,0.166667,0.166667,0.0,0.333333,0.666667,0.333333,0.166667,0.0,0.166667,0.166667,0.166667,0.655
data_only_scaling,embodiment_shift,cable_routing,actuator_latency_shift,4,6,0.333333,0.333333,0.166667,0.333333,0.333333,0.5,0.333333,0.0,0.0,0.166667,0.333333,0.333333,0.166667,0.666667,0.0,0.166667,0.333333,0.254167
data_only_scaling,embodiment_shift,cable_routing,actuator_latency_shift,5,6,0.166667,0.166667,0.666667,0.333333,0.166667,0.0,0.166667,0.333333,0.166667,0.333333,0.333333,0.166667,0.166667,0.0,0.0,0.0,0.666667,0.063333
data_only_scaling,embodiment_shift,cable_routing,actuator_latency_shift,6,6,0.666667,0.5,0.166667,0.0,0.166667,0.166667,0.0,0.0,0.166667,0.333333,0.333333,0.333333,0.166667,0.333333,0.0,0.166667,0.333333,0.675833
data_only_scaling,embodiment_shift,cable_routing,actuator_latency_shift,7,6,0.833333,0.166667,0.333333,0.5,0.333333,0.833333,0.333333,0.166667,0.166667,0.333333,0.5,0.0,0.166667,0.5,0.0,0.333333,0.0,0.763333
data_only_scaling,embodiment_shift,cable_routing,actuator_latency_shift,8,6,0.333333,0.666667,0.333333,0.166667,0.333333,0.333333,0.166667,0.0,0.333333,0.5,0.5,0.333333,0.333333,0.333333,0.166667,0.0,0.5,0.306667
data_only_scaling,embodiment_shift,cable_routing,actuator_latency_shift,9,6,0.333333,0.5,0.0,0.166667,0.166667,0.333333,0.0,0.0,0.166667,0.166667,0.333333,0.166667,0.666667,0.166667,0.0,0.0,0.5,0.374167
data_only_scaling,embodiment_shift,cable_routing,mixed_exception_stress,0,6,0.333333,0.0,0.166667,0.333333,0.5,0.333333,0.0,0.5,0.166667,0.166667,0.333333,0.166667,0.333333,0.166667,0.0,0.0,0.666667,0.2275
data_only_scaling,embodiment_shift,cable_routing,mixed_exception_stress,1,6,0.5,0.0,0.166667,0.5,0.0,0.166667,0.333333,0.0,0.166667,0.5,0.5,0.5,0.166667,0.333333,0.0,0.166667,0.5,0.346667
data_only_scaling,embodiment_shift,cable_routing,mixed_exception_stress,2,6,0.0,0.166667,0.833333,0.333333,0.0,0.166667,0.166667,0.333333,0.166667,0.333333,0.666667,0.5,0.333333,0.166667,0.166667,0.5,0.666667,0.0
data_only_scaling,embodiment_shift,cable_routing,mixed_exception_stress,3,6,0.0,0.166667,0.333333,0.333333,0.333333,0.166667,0.5,0.166667,0.0,0.333333,0.5,0.333333,0.333333,0.333333,0.166667,0.333333,1.0,0.0
data_only_scaling,embodiment_shift,cable_routing,mixed_exception_stress,4,6,0.333333,0.833333,0.166667,0.5,0.0,0.166667,0.333333,0.166667,0.0,0.333333,0.666667,0.166667,0.333333,0.5,0.0,0.333333,0.5,0.316667
data_only_scaling,embodiment_shift,cable_routing,mixed_exception_stress,5,6,0.333333,0.166667,0.333333,0.166667,0.333333,0.0,0.666667,0.5,0.0,0.333333,0.333333,0.333333,0.166667,0.0,0.166667,0.333333,0.666667,0.18
data_only_scaling,embodiment_shift,cable_routing,mixed_exception_stress,6,6,0.166667,0.666667,0.166667,0.0,0.666667,0.5,0.0,0.5,0.166667,0.166667,0.166667,0.5,0.333333,0.666667,0.0,0.166667,0.5,0.1525
data_only_scaling,embodiment_shift,cable_routing,mixed_exception_stress,7,6,0.333333,0.333333,0.166667,0.5,0.0,0.333333,0.333333,0.166667,0.166667,0.333333,0.5,0.5,0.333333,0.166667,0.0,0.5,0.5,0.239167
data_only_scaling,embodiment_shift,cable_routing,mixed_exception_stress,8,6,0.166667,0.333333,0.333333,0.166667,0.166667,0.166667,0.166667,0.333333,0.333333,0.5,0.666667,0.166667,0.333333,0.333333,0.333333,0.333333,0.333333,0.131667
data_only_scaling,embodiment_shift,cable_routing,mixed_exception_stress,9,6,0.166667,0.333333,0.5,0.166667,0.0,0.166667,0.166667,0.5,0.333333,0.5,0.166667,0.166667,0.0,0.333333,0.166667,0.166667,0.666667,0.114167
data_only_scaling,shortcut_shift,contact_insertion,rare_contact_tail,0,6,0.166667,0.333333,0.166667,0.0,0.5,0.5,0.0,0.166667,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,0.0,0.166667,0.5,0.14
data_only_scaling,shortcut_shift,contact_insertion,rare_contact_tail,1,6,0.333333,0.166667,0.333333,0.0,0.0,0.333333,0.5,0.166667,0.333333,0.5,0.166667,0.333333,0.5,0.166667,0.0,0.166667,0.166667,0.306667
data_only_scaling,shortcut_shift,contact_insertion,rare_contact_tail,2,6,0.5,0.333333,0.333333,0.0,0.166667,0.333333,0.166667,0.166667,0.166667,0.5,0.0,0.5,0.5,0.333333,0.0,0.0,0.5,0.491667
data_only_scaling,shortcut_shift,contact_insertion,rare_contact_tail,3,6,0.5,0.5,0.333333,0.166667,0.0,0.5,0.166667,0.0,0.166667,0.666667,0.0,0.333333,0.0,0.166667,0.166667,0.0,0.333333,0.496667
data_only_scaling,shortcut_shift,contact_insertion,rare_contact_tail,4,6,0.333333,0.166667,0.166667,0.166667,0.0,0.166667,0.0,0.333333,0.166667,0.833333,0.333333,0.333333,0.5,0.166667,0.0,0.0,0.166667,0.3325
data_only_scaling,shortcut_shift,contact_insertion,rare_contact_tail,5,6,0.5,0.5,0.5,0.166667,0.0,0.166667,0.166667,0.166667,0.333333,0.666667,0.166667,0.5,0.166667,0.166667,0.333333,0.0,0.333333,0.4625
data_only_scaling,shortcut_shift,contact_insertion,rare_contact_tail,6,6,0.0,0.5,0.666667,0.0,0.166667,0.166667,0.0,0.333333,0.5,0.0,0.833333,0.166667,0.166667,0.0,0.166667,0.333333,0.333333,0.0025
data_only_scaling,shortcut_shift,contact_insertion,rare_contact_tail,7,6,0.666667,0.333333,0.666667,0.0,0.333333,0.166667,0.166667,0.0,0.0,0.333333,0.333333,0.5,0.333333,0.5,0.0,0.0,0.166667,0.636667
data_only_scaling,shortcut_shift,contact_insertion,rare_contact_tail,8,6,0.5,0.166667,0.5,0.0,0.0,0.0,0.0,0.333333,0.166667,0.5,0.166667,0.666667,0.166667,0.0,0.0,0.0,0.333333,0.455
data_only_scaling,shortcut_shift,contact_insertion,rare_contact_tail,9,6,0.333333,0.166667,0.166667,0.0,0.0,0.666667,0.166667,0.166667,0.5,0.166667,0.0,0.5,0.333333,0.166667,0.0,0.166667,0.333333,0.323333
